id,isim,soyisim,yas,yillik_gelir,satin_alma_miktari
7938,Ahmet,Güler,44,56264,19
7939,Zeynep,Korkmaz,23,22792,2
7940,Zeynep,Demir,61,61711,11
7941,Ali,Kaya,40,111454,9
7942,Hüseyin,Şahin,22,142394,6
7943,Elif,Doğan,27,44246,16
7944,Ayşe,Arslan,39,23764,13
7945,Ahmet,Güler,61,54943,12
7946,Ayşe,Doğan,39,102001,10
7947,Elif,Korkmaz,43,35228,2
7948,Selin,Arslan,33,42249,1
7949,Ayşe,Korkmaz,51,116935,6
7950,Zeynep,Kaya,68,68571,11
7951,Elif,Doğan,42,22985,12
7952,Ayşe,Doğan,23,94253,10
7953,Ahmet,Şahin,24,94426,15
7954,Mehmet,Yılmaz,31,89820,16
7955,Fatma,Öztürk,45,118249,17
7956,Mehmet,Korkmaz,30,52565,3
7957,Fatma,Kaya,20,26021,13
7958,Hüseyin,Korkmaz,38,130427,17
7959,Ahmet,Yılmaz,18,123518,18
7960,Mehmet,Arslan,37,68729,7
7961,Elif,Doğan,53,77443,12
7962,Mehmet,Doğan,40,73695,2
7963,Mehmet,Öztürk,37,21209,2
7964,Elif,Öztürk,19,126096,8
7965,Emre,Kaya,48,144578,18
7966,Ayşe,Öztürk,63,53735,17
7967,Elif,Güler,53,35727,13
7968,Elif,Güler,30,130493,19
7969,Emre,Arslan,69,119119,13
7970,Elif,Korkmaz,69,61644,15
7971,Elif,Öztürk,43,96266,15
7972,Elif,Yılmaz,67,83900,13
7973,Fatma,Öztürk,35,141345,6
7974,Fatma,Yılmaz,34,78106,14
7975,Ayşe,Şahin,33,149152,8
7976,Ahmet,Öztürk,43,87505,4
7977,Ahmet,Güler,33,110888,13
7978,Mehmet,Yılmaz,58,103401,12
7979,Selin,Korkmaz,45,60235,1
7980,Ayşe,Şahin,28,49604,19
7981,Elif,Doğan,26,73980,19
7982,Ahmet,Çelik,67,29437,8
7983,Mehmet,Demir,42,110400,11
7984,Fatma,Çelik,38,31632,11
7985,Elif,Öztürk,62,128151,7
7986,Fatma,Çelik,33,127136,2
7987,Ali,Korkmaz,48,141915,17
7988,Elif,Arslan,69,131561,10
7989,Hüseyin,Yılmaz,43,101962,18
7990,Emre,Arslan,54,90656,18
7991,Ahmet,Şahin,27,112151,17
7992,Elif,Yılmaz,64,58190,14
7993,Mehmet,Demir,49,88896,4
7994,Elif,Korkmaz,53,118557,7
7995,Ayşe,Çelik,27,70139,18
7996,Fatma,Arslan,27,144069,9
7997,Ayşe,Öztürk,34,78986,8
7998,Emre,Korkmaz,57,64156,3
7999,Hüseyin,Arslan,31,102789,10
8000,Selin,Şahin,51,148919,12
8001,Mehmet,Güler,66,38920,5
8002,Ahmet,Korkmaz,58,40756,8
8003,Ahmet,Doğan,51,53928,4
8004,Selin,Kaya,65,101577,2
8005,Elif,Korkmaz,61,54190,6
8006,Mehmet,Yılmaz,63,25568,12
8007,Zeynep,Arslan,37,51312,19
8008,Ali,Demir,30,101909,14
8009,Fatma,Güler,27,27120,16
8010,Zeynep,Yılmaz,59,63443,2
8011,Hüseyin,Arslan,34,101167,4
8012,Fatma,Demir,53,55211,12
8013,Zeynep,Arslan,23,28624,18
8014,Ali,Şahin,55,113067,14
8015,Selin,Şahin,51,51555,17
8016,Emre,Yılmaz,53,84866,3
8017,Mehmet,Doğan,23,74840,7
8018,Ahmet,Korkmaz,44,138390,17
8019,Ahmet,Demir,47,89059,15
8020,Hüseyin,Şahin,67,120684,13
8021,Mehmet,Kaya,50,50548,6
8022,Ali,Çelik,64,109506,2
8023,Ali,Kaya,30,112973,19
8024,Ali,Güler,53,87215,1
8025,Fatma,Kaya,61,28183,12
8026,Zeynep,Demir,63,138801,8
8027,Ahmet,Şahin,22,41452,5
8028,Emre,Doğan,60,108378,3
8029,Selin,Yılmaz,23,90679,18
8030,Zeynep,Şahin,59,64109,19
8031,Fatma,Öztürk,43,139139,12
8032,Emre,Arslan,43,66543,2
8033,Ali,Demir,21,34625,11
8034,Ayşe,Demir,62,131929,9
8035,Zeynep,Öztürk,45,72297,16
8036,Zeynep,Korkmaz,43,88807,2
8037,Ahmet,Kaya,62,51413,4
8038,Fatma,Doğan,67,102420,2
8039,Selin,Demir,59,118593,14
8040,Selin,Kaya,36,39232,8
8041,Mehmet,Çelik,28,56879,19
8042,Ali,Güler,44,90403,11
8043,Emre,Şahin,38,127803,15
8044,Fatma,Güler,50,136901,12
8045,Zeynep,Öztürk,30,131470,13
8046,Ayşe,Doğan,35,62969,11
8047,Ali,Yılmaz,47,42833,1
8048,Zeynep,Doğan,27,39503,1
8049,Fatma,Öztürk,23,126617,2
8050,Hüseyin,Arslan,20,96782,15
8051,Mehmet,Demir,19,110331,4
8052,Elif,Güler,53,46097,3
8053,Ahmet,Çelik,37,70905,12
8054,Mehmet,Şahin,57,104203,15
8055,Fatma,Öztürk,38,78626,5
8056,Selin,Kaya,55,22998,7
8057,Elif,Çelik,29,85035,11
8058,Elif,Öztürk,36,87442,5
8059,Zeynep,Yılmaz,52,142092,15
8060,Elif,Kaya,43,107820,7
8061,Fatma,Demir,36,79594,5
8062,Ali,Arslan,60,94859,14
8063,Emre,Güler,61,130574,9
8064,Elif,Şahin,63,149231,14
8065,Hüseyin,Arslan,66,133472,12
8066,Fatma,Güler,27,90347,18
8067,Ahmet,Kaya,45,49707,14
8068,Emre,Korkmaz,41,149551,9
8069,Ali,Güler,19,103879,16
8070,Ahmet,Demir,37,28274,9
8071,Elif,Doğan,24,86486,3
8072,Zeynep,Arslan,46,65629,15
8073,Selin,Şahin,46,110424,16
8074,Selin,Güler,47,102032,11
8075,Fatma,Korkmaz,49,88972,15
8076,Emre,Korkmaz,34,112399,12
8077,Hüseyin,Demir,67,36816,17
8078,Selin,Demir,55,124690,15
8079,Selin,Kaya,65,148762,11
8080,Emre,Şahin,57,148799,14
8081,Zeynep,Güler,54,40032,5
8082,Ahmet,Arslan,61,51992,10
8083,Ayşe,Kaya,49,80963,17
8084,Mehmet,Korkmaz,19,101354,17
8085,Fatma,Çelik,42,81265,11
8086,Ayşe,Doğan,52,102654,13
8087,Mehmet,Şahin,54,130883,7
8088,Emre,Güler,60,85582,13
8089,Zeynep,Güler,29,115322,9
8090,Emre,Güler,45,32135,12
8091,Emre,Güler,67,96122,11
8092,Zeynep,Kaya,49,147308,13
8093,Emre,Arslan,58,20421,7
8094,Zeynep,Şahin,18,129395,19
8095,Emre,Arslan,21,61542,17
8096,Ahmet,Kaya,20,54906,2
8097,Hüseyin,Yılmaz,20,43094,6
8098,Ali,Yılmaz,63,40547,4
8099,Hüseyin,Öztürk,35,41146,7
8100,Selin,Yılmaz,30,36258,12
8101,Elif,Korkmaz,57,23369,7
8102,Zeynep,Çelik,59,36964,19
8103,Mehmet,Çelik,41,138507,14
8104,Hüseyin,Yılmaz,24,62826,5
8105,Zeynep,Öztürk,40,58515,10
8106,Ahmet,Korkmaz,69,53635,19
8107,Fatma,Öztürk,32,24639,4
8108,Ali,Şahin,63,53480,4
8109,Ahmet,Yılmaz,18,61254,13
8110,Selin,Doğan,38,137523,18
8111,Zeynep,Doğan,54,67760,9
8112,Elif,Güler,50,148339,16
8113,Ali,Öztürk,54,50819,9
8114,Fatma,Çelik,36,116015,3
8115,Ali,Öztürk,68,29536,19
8116,Ali,Doğan,53,133391,16
8117,Elif,Doğan,43,60380,1
8118,Ali,Korkmaz,48,107622,16
8119,Ali,Öztürk,49,121646,13
8120,Emre,Öztürk,33,100891,19
8121,Emre,Korkmaz,42,77510,8
8122,Ahmet,Demir,40,53554,19
8123,Mehmet,Demir,20,99156,10
8124,Hüseyin,Arslan,41,118782,1
8125,Ali,Demir,51,73017,18
8126,Zeynep,Güler,60,110459,6
8127,Ayşe,Korkmaz,26,79561,13
8128,Elif,Demir,59,101772,17
8129,Ali,Arslan,65,130906,2
8130,Elif,Çelik,63,54086,8
8131,Hüseyin,Demir,33,122011,4
8132,Elif,Kaya,37,45776,17
8133,Ali,Demir,32,100855,3
8134,Ayşe,Doğan,56,149065,2
8135,Mehmet,Arslan,55,115720,5
8136,Ali,Arslan,53,60374,17
8137,Hüseyin,Demir,29,89332,13
8138,Selin,Doğan,56,141163,3
8139,Hüseyin,Öztürk,46,113915,1
8140,Ayşe,Demir,53,46453,11
8141,Fatma,Öztürk,60,56225,10
8142,Fatma,Arslan,49,149929,19
8143,Zeynep,Şahin,63,115318,5
8144,Elif,Arslan,35,59154,4
8145,Ayşe,Güler,59,22444,5
8146,Elif,Arslan,32,143105,14
8147,Elif,Demir,58,36560,8
8148,Ahmet,Şahin,68,131285,16
8149,Ali,Çelik,53,93454,7
8150,Emre,Arslan,55,61797,2
8151,Ahmet,Güler,49,31832,7
8152,Ayşe,Çelik,52,74203,1
8153,Selin,Arslan,64,133244,14
8154,Ahmet,Korkmaz,49,119101,6
8155,Ahmet,Çelik,37,31394,14
8156,Mehmet,Korkmaz,37,127901,8
8157,Fatma,Arslan,55,27198,14
8158,Selin,Çelik,41,104258,9
8159,Elif,Şahin,30,99418,17
8160,Emre,Demir,64,75537,13
8161,Selin,Çelik,34,73580,13
8162,Ahmet,Şahin,51,124021,14
8163,Selin,Yılmaz,48,114156,12
8164,Fatma,Yılmaz,45,138864,5
8165,Selin,Korkmaz,56,88183,8
8166,Ali,Çelik,21,142570,5
8167,Ahmet,Korkmaz,40,122224,11
8168,Selin,Güler,19,98933,14
8169,Emre,Şahin,32,67193,6
8170,Elif,Demir,45,120371,5
8171,Ayşe,Güler,18,79874,9
8172,Fatma,Yılmaz,61,32183,19
8173,Fatma,Arslan,27,98992,4
8174,Emre,Güler,53,79756,2
8175,Fatma,Doğan,32,63680,3
8176,Ayşe,Güler,50,68705,5
8177,Ayşe,Çelik,44,75642,13
8178,Ayşe,Arslan,30,42029,4
8179,Fatma,Arslan,63,48958,17
8180,Selin,Korkmaz,32,85699,12
8181,Hüseyin,Demir,37,35337,10
8182,Fatma,Arslan,47,26444,18
8183,Ali,Öztürk,69,63551,16
8184,Selin,Kaya,35,71369,16
8185,Ali,Demir,24,32216,1
8186,Emre,Şahin,65,47094,14
8187,Elif,Yılmaz,51,133150,10
8188,Ali,Demir,31,143647,4
8189,Fatma,Korkmaz,40,85935,5
8190,Ahmet,Doğan,61,143295,2
8191,Emre,Korkmaz,18,34462,15
8192,Fatma,Demir,40,106338,12
8193,Mehmet,Kaya,64,24813,18
8194,Elif,Öztürk,32,109600,19
8195,Hüseyin,Kaya,54,126240,10
8196,Zeynep,Güler,23,48682,4
8197,Emre,Şahin,28,127280,3
8198,Elif,Yılmaz,21,100632,19
8199,Ayşe,Doğan,22,99371,10
8200,Selin,Şahin,48,106460,5
8201,Ayşe,Doğan,23,87545,10
8202,Elif,Güler,29,137014,12
8203,Hüseyin,Arslan,31,64287,16
8204,Hüseyin,Öztürk,30,149599,15
8205,Mehmet,Çelik,25,56677,16
8206,Ayşe,Arslan,23,82787,18
8207,Emre,Güler,28,149646,6
8208,Elif,Öztürk,48,148252,8
8209,Fatma,Doğan,21,138035,2
8210,Zeynep,Öztürk,52,112742,6
8211,Elif,Çelik,19,30547,11
8212,Mehmet,Arslan,61,26545,6
8213,Elif,Arslan,34,85936,8
8214,Zeynep,Kaya,57,75193,1
8215,Mehmet,Arslan,35,69660,3
8216,Mehmet,Öztürk,64,69634,14
8217,Fatma,Arslan,66,29398,14
8218,Hüseyin,Güler,25,60105,15
8219,Emre,Öztürk,36,38385,9
8220,Fatma,Yılmaz,39,101772,10
8221,Hüseyin,Güler,40,96184,15
8222,Zeynep,Çelik,48,87850,5
8223,Selin,Yılmaz,22,60562,3
8224,Fatma,Çelik,49,62266,8
8225,Hüseyin,Yılmaz,21,118299,18
8226,Hüseyin,Arslan,67,72279,7
8227,Elif,Kaya,66,104215,8
8228,Zeynep,Kaya,27,83076,17
8229,Ahmet,Çelik,27,129948,11
8230,Emre,Doğan,52,60158,10
8231,Ahmet,Doğan,56,64912,14
8232,Ahmet,Güler,48,126194,17
8233,Selin,Öztürk,30,36000,6
8234,Zeynep,Demir,66,21027,3
8235,Hüseyin,Demir,67,21214,14
8236,Emre,Doğan,26,88706,19
8237,Mehmet,Şahin,64,93500,5
8238,Emre,Güler,42,86047,6
8239,Elif,Arslan,54,146719,8
8240,Emre,Arslan,27,93610,13
8241,Ali,Çelik,24,103537,7
8242,Ali,Arslan,26,109672,4
8243,Mehmet,Çelik,35,130525,5
8244,Mehmet,Korkmaz,27,104885,16
8245,Hüseyin,Çelik,19,30671,15
8246,Fatma,Arslan,54,111739,6
8247,Ayşe,Kaya,18,54894,19
8248,Elif,Kaya,59,100280,14
8249,Hüseyin,Öztürk,32,114034,3
8250,Ayşe,Öztürk,45,33090,18
8251,Zeynep,Şahin,44,23055,14
8252,Elif,Yılmaz,52,145946,9
8253,Selin,Şahin,23,138647,2
8254,Hüseyin,Yılmaz,25,44531,1
8255,Zeynep,Öztürk,68,86927,3
8256,Zeynep,Güler,36,92284,6
8257,Fatma,Yılmaz,33,32235,4
8258,Elif,Güler,47,23794,7
8259,Ali,Korkmaz,56,129376,1
8260,Fatma,Korkmaz,34,79814,5
8261,Zeynep,Doğan,68,51978,19
8262,Elif,Korkmaz,21,77327,11
8263,Ahmet,Demir,67,136781,17
8264,Ali,Demir,23,131908,5
8265,Emre,Güler,55,54305,6
8266,Selin,Kaya,44,96840,18
8267,Zeynep,Öztürk,52,55180,12
8268,Fatma,Öztürk,51,66175,18
8269,Selin,Şahin,42,75147,3
8270,Ali,Arslan,60,46225,13
8271,Selin,Çelik,52,122752,2
8272,Hüseyin,Demir,28,132024,7
8273,Ahmet,Korkmaz,20,87776,14
8274,Hüseyin,Şahin,19,25277,2
8275,Fatma,Güler,18,119262,7
8276,Fatma,Korkmaz,61,22551,7
8277,Ayşe,Korkmaz,29,111244,8
8278,Ali,Arslan,25,62210,10
8279,Ali,Kaya,53,41999,18
8280,Mehmet,Çelik,35,37394,7
8281,Hüseyin,Yılmaz,58,48652,15
8282,Ayşe,Doğan,26,129228,2
8283,Zeynep,Öztürk,55,97122,9
8284,Elif,Çelik,50,79922,8
8285,Hüseyin,Çelik,19,80109,5
8286,Elif,Kaya,59,102421,1
8287,Ahmet,Demir,22,114408,2
8288,Emre,Demir,64,122916,19
8289,Elif,Arslan,35,109363,15
8290,Selin,Demir,46,137641,1
8291,Ali,Güler,49,115325,10
8292,Zeynep,Çelik,35,45152,10
8293,Selin,Güler,54,149318,17
8294,Mehmet,Öztürk,18,24081,14
8295,Emre,Öztürk,63,143414,6
8296,Zeynep,Öztürk,37,70073,17
8297,Emre,Çelik,43,61499,12
8298,Ali,Korkmaz,47,96433,11
8299,Ahmet,Korkmaz,25,73949,6
8300,Ayşe,Güler,44,56538,1
8301,Hüseyin,Çelik,24,67350,18
8302,Ayşe,Doğan,49,125817,5
8303,Zeynep,Çelik,63,85654,4
8304,Selin,Şahin,21,96918,2
8305,Ahmet,Demir,22,103051,11
8306,Ali,Çelik,19,59883,1
8307,Emre,Korkmaz,30,83942,15
8308,Ayşe,Demir,69,144228,7
8309,Hüseyin,Şahin,26,43198,7
8310,Ahmet,Kaya,51,92328,1
8311,Ayşe,Arslan,51,80220,6
8312,Ayşe,Çelik,47,36015,18
8313,Elif,Kaya,47,93235,6
8314,Zeynep,Kaya,40,138928,11
8315,Hüseyin,Demir,43,54272,3
8316,Fatma,Arslan,47,143740,10
8317,Hüseyin,Öztürk,21,118570,18
8318,Ahmet,Çelik,60,93402,16
8319,Selin,Çelik,45,50877,17
8320,Ali,Güler,58,36077,2
8321,Fatma,Kaya,62,60615,11
8322,Selin,Demir,31,90627,15
8323,Selin,Şahin,44,115601,4
8324,Ayşe,Çelik,62,145043,11
8325,Fatma,Korkmaz,42,126795,17
8326,Hüseyin,Öztürk,52,69594,18
8327,Mehmet,Arslan,66,62987,14
8328,Hüseyin,Demir,43,129190,18
8329,Elif,Yılmaz,55,39562,3
8330,Mehmet,Kaya,49,94246,12
8331,Ahmet,Çelik,33,132563,16
8332,Ahmet,Demir,40,126972,5
8333,Emre,Yılmaz,51,22089,10
8334,Ali,Güler,29,66797,14
8335,Zeynep,Arslan,56,29956,6
8336,Emre,Güler,56,39110,11
8337,Selin,Doğan,35,53521,10
8338,Ayşe,Doğan,46,58548,14
8339,Ahmet,Yılmaz,61,106129,18
8340,Emre,Şahin,38,93499,18
8341,Elif,Doğan,62,119285,10
8342,Ali,Güler,54,82563,8
8343,Hüseyin,Güler,26,28974,6
8344,Zeynep,Güler,65,50690,12
8345,Mehmet,Öztürk,23,84370,8
8346,Ahmet,Yılmaz,48,27154,14
8347,Ali,Demir,69,28168,13
8348,Ayşe,Öztürk,65,75696,6
8349,Fatma,Şahin,69,98140,19
8350,Elif,Şahin,20,49454,17
8351,Ahmet,Kaya,38,78529,13
8352,Selin,Şahin,42,72021,13
8353,Elif,Kaya,62,46004,13
8354,Mehmet,Arslan,31,71182,2
8355,Fatma,Öztürk,37,138096,16
8356,Ayşe,Öztürk,51,42582,6
8357,Ali,Doğan,56,106110,2
8358,Hüseyin,Yılmaz,46,85322,12
8359,Selin,Çelik,34,49838,12
8360,Fatma,Kaya,37,45458,12
8361,Fatma,Şahin,54,63925,5
8362,Selin,Doğan,33,97575,11
8363,Elif,Demir,55,51929,9
8364,Mehmet,Güler,56,64850,6
8365,Emre,Arslan,28,77529,17
8366,Zeynep,Yılmaz,59,70849,12
8367,Emre,Arslan,69,134441,14
8368,Fatma,Doğan,37,106273,18
8369,Ayşe,Korkmaz,59,47592,12
8370,Ali,Güler,60,138149,3
8371,Selin,Kaya,27,41614,9
8372,Selin,Arslan,31,42060,4
8373,Zeynep,Kaya,27,114875,6
8374,Zeynep,Doğan,47,122550,5
8375,Hüseyin,Güler,19,54563,4
8376,Fatma,Güler,37,78171,5
8377,Ayşe,Korkmaz,50,51480,10
8378,Ali,Çelik,52,68083,19
8379,Zeynep,Demir,48,146127,17
8380,Emre,Arslan,54,56664,19
8381,Elif,Doğan,44,71659,1
8382,Fatma,Yılmaz,58,109139,19
8383,Mehmet,Öztürk,18,45835,7
8384,Ayşe,Kaya,35,35428,10
8385,Fatma,Yılmaz,49,50002,12
8386,Selin,Kaya,41,94376,17
8387,Elif,Yılmaz,50,116356,4
8388,Elif,Çelik,35,130755,14
8389,Ahmet,Çelik,25,98389,5
8390,Ali,Demir,25,87023,14
8391,Ahmet,Doğan,34,49713,14
8392,Elif,Korkmaz,60,103830,19
8393,Ali,Arslan,48,64501,4
8394,Selin,Şahin,48,65627,3
8395,Elif,Şahin,52,94050,1
8396,Zeynep,Yılmaz,43,44539,19
8397,Hüseyin,Yılmaz,36,145511,14
8398,Emre,Korkmaz,27,99258,5
8399,Elif,Doğan,36,69152,3
8400,Ahmet,Doğan,38,41088,8
8401,Hüseyin,Yılmaz,30,134952,4
8402,Ayşe,Güler,33,46943,3
8403,Ayşe,Öztürk,39,32218,2
8404,Elif,Kaya,60,120423,10
8405,Fatma,Şahin,56,61402,16
8406,Ayşe,Korkmaz,39,32380,11
8407,Zeynep,Kaya,29,115087,17
8408,Elif,Kaya,68,71483,12
8409,Emre,Kaya,23,35693,12
8410,Ayşe,Şahin,39,41908,14
8411,Hüseyin,Öztürk,40,101599,11
8412,Ali,Arslan,61,63365,8
8413,Ahmet,Yılmaz,44,72369,19
8414,Emre,Şahin,35,121232,12
8415,Hüseyin,Kaya,26,53880,13
8416,Emre,Arslan,35,71156,19
8417,Ahmet,Kaya,39,135780,7
8418,Hüseyin,Yılmaz,69,121900,16
8419,Zeynep,Kaya,20,120363,9
8420,Zeynep,Kaya,65,66602,13
8421,Selin,Öztürk,66,101464,19
8422,Elif,Arslan,66,25965,1
8423,Fatma,Güler,59,41562,11
8424,Emre,Güler,47,127019,7
8425,Ayşe,Arslan,43,89280,16
8426,Fatma,Şahin,37,84732,9
8427,Mehmet,Korkmaz,50,51036,4
8428,Elif,Demir,30,68075,13
8429,Elif,Kaya,67,90055,16
8430,Zeynep,Kaya,65,61925,14
8431,Fatma,Çelik,56,104209,13
8432,Elif,Çelik,62,91283,4
8433,Emre,Demir,35,59329,2
8434,Fatma,Arslan,47,62724,5
8435,Selin,Arslan,22,60125,1
8436,Mehmet,Şahin,40,129921,10
8437,Mehmet,Öztürk,32,23233,19
8438,Ali,Korkmaz,54,25638,17
8439,Mehmet,Şahin,67,75454,7
8440,Selin,Doğan,34,35846,12
8441,Ali,Doğan,33,65915,15
8442,Mehmet,Korkmaz,49,83886,5
8443,Ali,Öztürk,35,103041,13
8444,Emre,Öztürk,18,128506,14
8445,Zeynep,Yılmaz,33,43523,9
8446,Emre,Şahin,20,48503,9
8447,Fatma,Çelik,47,33780,14
8448,Elif,Korkmaz,57,137443,19
8449,Zeynep,Çelik,63,39414,13
8450,Emre,Arslan,52,147301,5
8451,Ahmet,Doğan,31,124205,5
8452,Fatma,Korkmaz,68,101055,6
8453,Ahmet,Doğan,48,114963,6
8454,Ahmet,Güler,21,73967,13
8455,Fatma,Güler,51,112485,2
8456,Fatma,Yılmaz,53,69972,7
8457,Selin,Yılmaz,37,105073,15
8458,Elif,Yılmaz,22,123270,7
8459,Ahmet,Çelik,29,83967,11
8460,Elif,Arslan,68,30355,14
8461,Fatma,Yılmaz,55,118648,6
8462,Hüseyin,Arslan,32,32118,8
8463,Hüseyin,Doğan,65,147929,12
8464,Ahmet,Güler,30,91441,2
8465,Ali,Kaya,56,116891,16
8466,Elif,Korkmaz,60,111326,8
8467,Zeynep,Çelik,67,74084,16
8468,Ahmet,Arslan,46,127627,16
8469,Hüseyin,Arslan,38,121329,10
8470,Mehmet,Öztürk,50,72397,1
8471,Ahmet,Öztürk,61,57046,17
8472,Fatma,Çelik,24,110815,3
8473,Fatma,Arslan,32,41993,12
8474,Selin,Şahin,66,140646,16
8475,Selin,Şahin,55,32268,7
8476,Hüseyin,Kaya,63,136923,10
8477,Selin,Demir,20,97525,13
8478,Mehmet,Kaya,27,134054,16
8479,Ali,Yılmaz,45,21836,3
8480,Fatma,Güler,65,80190,4
8481,Hüseyin,Arslan,47,91220,10
8482,Fatma,Yılmaz,52,55222,16
8483,Mehmet,Öztürk,23,91152,18
8484,Hüseyin,Yılmaz,42,38198,14
8485,Ali,Şahin,60,90570,17
8486,Ali,Şahin,63,22101,13
8487,Emre,Demir,28,94033,13
8488,Ali,Çelik,63,22138,13
8489,Elif,Şahin,30,43976,17
8490,Mehmet,Kaya,22,132631,1
8491,Hüseyin,Öztürk,51,72045,8
8492,Ali,Doğan,54,23848,3
8493,Ali,Güler,54,34639,8
8494,Hüseyin,Arslan,47,88093,9
8495,Zeynep,Öztürk,56,40364,5
8496,Zeynep,Doğan,28,96760,3
8497,Ali,Demir,60,90127,7
8498,Fatma,Arslan,53,144927,19
8499,Selin,Demir,52,36023,14
8500,Fatma,Şahin,30,115858,16
8501,Zeynep,Korkmaz,39,94533,7
8502,Elif,Korkmaz,24,46633,8
8503,Fatma,Öztürk,49,36673,11
8504,Ali,Arslan,30,40472,15
8505,Ahmet,Güler,60,94332,18
8506,Emre,Kaya,20,133121,17
8507,Emre,Güler,69,148650,1
8508,Mehmet,Doğan,41,86434,13
8509,Ahmet,Öztürk,42,75515,14
8510,Hüseyin,Çelik,28,88750,19
8511,Zeynep,Öztürk,67,42362,17
8512,Zeynep,Doğan,29,56611,10
8513,Emre,Öztürk,58,78899,5
8514,Fatma,Güler,22,115679,2
8515,Ali,Korkmaz,52,142572,16
8516,Ali,Demir,35,129111,7
8517,Mehmet,Çelik,22,47866,12
8518,Elif,Kaya,44,147818,7
8519,Zeynep,Çelik,58,111954,11
8520,Emre,Güler,25,143800,8
8521,Ahmet,Şahin,20,139780,7
8522,Mehmet,Doğan,52,100568,19
8523,Selin,Çelik,51,136595,3
8524,Zeynep,Çelik,61,134602,13
8525,Ali,Öztürk,38,91678,3
8526,Zeynep,Demir,47,28165,14
8527,Ali,Güler,62,75684,10
8528,Elif,Yılmaz,20,114723,2
8529,Ali,Doğan,32,33252,16
8530,Hüseyin,Çelik,67,101417,12
8531,Emre,Demir,69,118409,8
8532,Zeynep,Demir,28,105967,16
8533,Emre,Korkmaz,30,104131,1
8534,Fatma,Öztürk,44,76938,6
8535,Ayşe,Güler,64,117660,11
8536,Ali,Demir,57,40099,6
8537,Emre,Doğan,66,45542,9
8538,Selin,Kaya,32,26222,11
8539,Ayşe,Öztürk,48,44344,3
8540,Ali,Demir,21,21349,9
8541,Fatma,Şahin,32,112968,5
8542,Ali,Doğan,60,33896,10
8543,Zeynep,Korkmaz,67,127176,12
8544,Ahmet,Şahin,39,29358,18
8545,Emre,Arslan,54,85288,5
8546,Emre,Güler,23,47368,2
8547,Selin,Korkmaz,58,91280,10
8548,Mehmet,Kaya,67,75331,4
8549,Ali,Arslan,62,98997,12
8550,Hüseyin,Korkmaz,34,83107,7
8551,Zeynep,Demir,25,73926,16
8552,Ayşe,Şahin,38,83702,17
8553,Emre,Öztürk,37,79589,15
8554,Mehmet,Güler,20,83613,17
8555,Zeynep,Yılmaz,50,50208,12
8556,Hüseyin,Korkmaz,53,86608,12
8557,Emre,Güler,36,94901,2
8558,Ali,Yılmaz,69,113743,18
8559,Elif,Çelik,65,52352,16
8560,Ahmet,Kaya,35,115024,6
8561,Emre,Korkmaz,20,85464,18
8562,Selin,Doğan,27,76199,6
8563,Selin,Kaya,60,68535,3
8564,Ali,Yılmaz,24,140196,1
8565,Zeynep,Şahin,39,67646,3
8566,Zeynep,Doğan,67,58257,18
8567,Elif,Doğan,63,98221,7
8568,Ali,Doğan,25,56530,9
8569,Elif,Güler,39,34065,7
8570,Fatma,Yılmaz,27,67619,2
8571,Fatma,Çelik,65,123354,13
8572,Hüseyin,Demir,43,26340,16
8573,Ali,Kaya,36,120010,8
8574,Selin,Yılmaz,25,56505,11
8575,Emre,Arslan,32,81266,12
8576,Zeynep,Doğan,22,68156,13
8577,Hüseyin,Kaya,67,32112,6
8578,Ahmet,Kaya,46,65105,12
8579,Elif,Öztürk,37,82385,10
8580,Mehmet,Güler,27,42926,6
8581,Emre,Öztürk,45,47243,17
8582,Selin,Yılmaz,38,71044,1
8583,Hüseyin,Şahin,20,93418,18
8584,Selin,Şahin,31,113031,5
8585,Mehmet,Demir,50,60289,12
8586,Elif,Yılmaz,33,128094,11
8587,Hüseyin,Çelik,68,143993,17
8588,Ali,Korkmaz,23,56278,15
8589,Hüseyin,Korkmaz,30,36117,15
8590,Ahmet,Güler,60,39419,3
8591,Ali,Güler,55,70804,1
8592,Selin,Güler,23,92015,9
8593,Ahmet,Arslan,66,112075,15
8594,Zeynep,Şahin,48,149777,18
8595,Zeynep,Korkmaz,25,39058,13
8596,Ali,Doğan,38,111384,10
8597,Hüseyin,Kaya,37,95179,15
8598,Elif,Doğan,52,32073,11
8599,Elif,Öztürk,44,73662,18
8600,Ahmet,Öztürk,57,48346,1
8601,Selin,Korkmaz,29,78069,12
8602,Selin,Korkmaz,36,54117,1
8603,Fatma,Demir,35,121780,19
8604,Selin,Arslan,18,44477,4
8605,Ahmet,Şahin,64,137729,4
8606,Fatma,Korkmaz,22,39257,2
8607,Hüseyin,Güler,34,62239,3
8608,Ali,Yılmaz,60,28754,14
8609,Ayşe,Şahin,43,136172,4
8610,Selin,Arslan,51,81260,8
8611,Ali,Kaya,46,49798,8
8612,Ali,Arslan,64,42041,15
8613,Ali,Çelik,52,33830,6
8614,Zeynep,Şahin,35,148162,9
8615,Selin,Öztürk,25,61765,5
8616,Emre,Öztürk,61,27082,3
8617,Hüseyin,Demir,18,98577,8
8618,Zeynep,Öztürk,67,129158,18
8619,Selin,Çelik,26,23888,4
8620,Fatma,Kaya,38,91094,5
8621,Ali,Arslan,19,90578,5
8622,Hüseyin,Öztürk,55,20095,13
